order_id,user_id,food_name,distance_km,restaurant_prep_time_min,hour_of_day,is_peak_hour,order_value_inr,customer_total_past_orders,customer_is_premium,customer_complaints_90d,cuisine_type,weather,traffic_level,vehicle_type,delivery_time_min,customer_rating,churned,rating
1502,user_078,Chocolate Donut,5.31,26,10,1,919.05,13,0,1,South Indian,Rain,Low,Bike,53.7,5,0,5
1503,user_087,Sushi Roll,8.65,25,23,1,578.23,12,0,1,Indian,Sunny,Low,Bicycle,59.2,4,0,1
1504,user_028,Margherita Pizza,8.86,23,15,1,1496.5,18,1,2,South Indian,Rain,Medium,Bicycle,71.0,3,0,1
1505,user_097,Sushi Roll,3.78,17,14,0,505.48,36,0,3,Fast Food,Storm,Medium,Bicycle,49.4,1,0,5
1506,user_004,Veg Fried Rice,6.24,18,13,0,1096.1,43,1,1,Continental,Sunny,Low,Bicycle,39.2,4,1,5
1507,user_081,Veg Fried Rice,8.12,30,22,1,1109.91,7,1,1,Indian,Rain,Medium,Bicycle,69.7,1,0,1
1508,user_049,Ice Cream Cone,3.33,9,17,1,377.79,62,1,2,Fast Food,Storm,High,Scooter,62.1,1,0,5
1509,user_044,Margherita Pizza,3.79,9,12,1,948.78,24,1,0,Italian,Storm,Low,Scooter,50.4,2,0,2
1510,user_069,Ice Cream Cone,4.46,26,16,1,976.92,48,0,1,Continental,Sunny,Low,Bike,45.1,4,0,1
1511,user_004,Chocolate Donut,7.06,15,19,0,1353.72,67,1,0,Fast Food,Cloudy,High,Scooter,54.7,3,0,2
1512,user_045,Margherita Pizza,5.62,30,15,1,1327.55,47,1,1,Continental,Storm,Medium,Scooter,74.0,3,0,4
1513,user_074,Sushi Roll,11.74,13,19,0,840.51,65,0,3,Italian,Storm,Medium,Scooter,67.4,3,0,1
1514,user_019,Ice Cream Cone,0.57,18,9,1,910.03,72,0,3,Indian,Rain,Medium,Bicycle,45.2,3,0,4
1515,user_010,Margherita Pizza,7.37,12,11,0,1135.57,2,0,1,Chinese,Storm,Medium,Bicycle,56.4,3,0,3
1516,user_018,Sushi Roll,2.75,20,11,1,746.06,0,0,2,Fast Food,Rain,Low,Bike,47.7,5,0,5
1517,user_094,Margherita Pizza,7.97,21,9,1,287.54,37,0,1,Italian,Sunny,Medium,Bike,61.3,2,0,5
1518,user_067,Chocolate Donut,5.04,17,14,0,1172.31,56,1,1,Continental,Rain,Medium,Bike,46.9,2,0,1
1519,user_070,Margherita Pizza,11.42,6,14,1,1347.88,66,0,2,Indian,Sunny,Low,Bike,48.5,3,0,2
1520,user_049,Paneer Tikka,11.39,21,18,0,332.94,69,0,3,Fast Food,Storm,High,Bicycle,83.5,1,0,3
1521,user_080,Sushi Roll,6.97,16,10,1,1384.12,35,0,0,South Indian,Rain,Medium,Bicycle,57.3,2,0,5
1522,user_091,Ice Cream Cone,10.56,7,9,0,251.59,42,0,0,Chinese,Rain,Low,Bicycle,47.2,5,0,5
1523,user_009,Sushi Roll,7.85,28,20,0,1129.42,36,0,0,Indian,Cloudy,High,Bicycle,65.6,1,0,4
1524,user_065,Paneer Tikka,4.3,21,14,1,988.03,13,0,1,South Indian,Rain,Low,Bicycle,49.3,4,0,1
1525,user_078,Paneer Tikka,4.15,14,12,0,726.33,62,0,3,South Indian,Sunny,Low,Scooter,30.5,1,1,4
1526,user_067,Chocolate Donut,6.93,27,11,0,385.89,13,0,0,Continental,Sunny,Medium,Bicycle,52.4,4,0,1
1527,user_004,Sushi Roll,8.96,21,14,0,382.75,25,1,0,South Indian,Storm,Medium,Scooter,68.0,1,0,3
1528,user_075,Ice Cream Cone,7.26,18,13,0,558.01,19,0,1,Chinese,Rain,Medium,Bicycle,52.9,2,0,3
1529,user_055,Chocolate Donut,5.88,29,23,1,1080.56,42,0,0,Chinese,Storm,Medium,Bicycle,75.1,5,0,5
1530,user_029,Sushi Roll,6.43,11,18,1,320.63,59,1,3,Chinese,Sunny,Low,Bike,41.4,5,0,1
1531,user_025,Paneer Tikka,4.18,21,23,1,618.86,38,0,1,Continental,Rain,High,Bicycle,61.2,5,0,2
1532,user_098,Veg Fried Rice,3.07,27,17,0,1282.46,61,0,3,Continental,Sunny,High,Scooter,51.3,1,1,2
1533,user_092,Sushi Roll,6.3,17,12,0,377.79,7,1,0,Italian,Cloudy,High,Bicycle,54.5,1,0,2
1534,user_092,Chocolate Donut,11.59,16,11,0,1134.4,61,0,3,Italian,Rain,Medium,Bike,66.1,1,0,5
1535,user_088,Chocolate Donut,7.51,16,15,0,1180.63,51,0,3,South Indian,Storm,Low,Scooter,52.8,5,0,2
1536,user_059,Veg Fried Rice,4.72,10,14,0,1410.64,36,0,3,Italian,Rain,Low,Bike,35.9,3,0,2
1537,user_098,Paneer Tikka,3.3,24,18,0,1084.79,58,1,2,Chinese,Sunny,High,Bike,49.9,2,0,4
1538,user_072,Veg Fried Rice,8.57,6,14,1,196.94,19,0,0,Continental,Sunny,Low,Scooter,43.6,2,0,3
1539,user_014,Sushi Roll,11.06,11,20,0,408.92,36,0,1,Fast Food,Rain,High,Scooter,65.5,1,0,4
1540,user_012,Chocolate Donut,10.81,21,12,1,1393.78,49,0,1,South Indian,Sunny,Medium,Scooter,68.6,1,0,4
1541,user_005,Ice Cream Cone,5.02,15,12,1,469.42,75,0,3,Fast Food,Rain,Low,Bicycle,48.1,3,1,1
1542,user_019,Chocolate Donut,8.17,17,11,1,1205.88,40,1,0,South Indian,Storm,High,Bike,79.7,3,0,4
1543,user_012,Paneer Tikka,8.5,11,9,0,1483.69,40,0,1,Continental,Cloudy,High,Bike,57.2,2,0,1
1544,user_023,Veg Fried Rice,1.26,19,15,0,829.46,0,0,2,South Indian,Sunny,High,Bicycle,43.6,5,0,3
1545,user_082,Chocolate Donut,11.35,29,21,0,351.59,6,0,1,Continental,Rain,Low,Scooter,62.0,3,0,4
1546,user_045,Veg Fried Rice,11.04,5,17,1,816.58,10,1,1,Indian,Cloudy,Medium,Scooter,61.1,4,0,4
1547,user_095,Margherita Pizza,10.98,12,8,0,203.11,11,1,2,Continental,Rain,Medium,Bike,59.9,2,0,5
1548,user_061,Chocolate Donut,6.29,9,19,0,232.53,74,0,2,Fast Food,Storm,Low,Bicycle,43.9,4,0,1
1549,user_028,Chocolate Donut,8.44,8,15,0,812.72,61,0,1,Continental,Sunny,Medium,Scooter,44.6,5,0,4
1550,user_056,Chocolate Donut,5.06,29,22,0,1195.24,20,0,3,South Indian,Rain,Low,Bike,47.0,2,0,5
1551,user_078,Ice Cream Cone,5.65,17,8,0,219.88,50,0,2,Continental,Sunny,High,Bicycle,49.0,5,0,4
1552,user_049,Sushi Roll,2.06,15,8,0,971.48,61,0,3,Italian,Cloudy,Medium,Bicycle,35.6,5,0,5
1553,user_071,Veg Fried Rice,0.84,7,14,1,1385.84,37,1,3,Chinese,Rain,High,Bicycle,43.7,4,0,5
1554,user_006,Paneer Tikka,4.54,7,19,0,848.14,56,1,0,Indian,Cloudy,High,Scooter,47.3,3,0,1
1555,user_081,Margherita Pizza,7.84,21,8,0,1427.05,71,0,3,Indian,Cloudy,Medium,Scooter,54.4,4,0,2
1556,user_022,Veg Fried Rice,10.59,15,8,1,987.07,8,0,3,South Indian,Cloudy,Low,Bike,61.0,1,0,4
1557,user_064,Ice Cream Cone,10.29,18,14,1,946.62,15,0,0,Continental,Rain,Low,Bike,61.6,1,1,1
1558,user_090,Sushi Roll,5.37,13,23,0,1082.45,73,0,1,Chinese,Rain,Low,Scooter,38.3,3,0,1
1559,user_047,Ice Cream Cone,11.55,16,17,0,1361.81,63,0,3,Continental,Rain,Medium,Scooter,63.3,4,0,3
1560,user_096,Sushi Roll,3.73,25,14,0,700.79,70,0,3,Italian,Cloudy,Medium,Scooter,46.9,5,0,3
1561,user_067,Sushi Roll,11.36,25,15,0,324.03,53,0,1,South Indian,Cloudy,High,Scooter,74.5,4,0,2
1562,user_085,Ice Cream Cone,0.55,21,16,0,1361.53,37,1,3,Indian,Storm,Medium,Scooter,48.7,5,0,3
1563,user_069,Sushi Roll,6.66,16,20,1,133.29,39,0,0,Chinese,Storm,High,Bicycle,74.0,1,0,4
1564,user_076,Sushi Roll,2.48,29,16,1,944.91,25,0,3,Chinese,Sunny,Low,Scooter,44.2,4,0,3
1565,user_044,Paneer Tikka,1.23,9,13,0,569.12,44,1,0,Continental,Sunny,Low,Bicycle,20.4,1,0,5
1566,user_093,Ice Cream Cone,1.24,19,11,1,935.28,29,0,3,Indian,Rain,Low,Scooter,41.1,3,0,1
1567,user_049,Margherita Pizza,3.66,10,19,0,661.55,23,0,2,Chinese,Cloudy,High,Scooter,43.0,4,0,1
1568,user_056,Paneer Tikka,6.58,22,10,0,1100.88,44,0,2,Continental,Sunny,High,Scooter,59.6,3,0,5
1569,user_054,Margherita Pizza,10.87,14,23,0,581.63,45,0,1,Chinese,Rain,Low,Bike,54.1,1,0,2
1570,user_093,Ice Cream Cone,5.59,17,13,1,233.66,17,0,2,South Indian,Sunny,Medium,Scooter,52.9,3,0,4
1571,user_030,Paneer Tikka,3.46,8,21,1,815.63,56,0,0,Italian,Sunny,Low,Scooter,32.8,1,0,2
1572,user_070,Margherita Pizza,1.35,28,12,1,791.7,7,0,0,Indian,Cloudy,High,Bicycle,61.2,5,0,4
1573,user_012,Ice Cream Cone,11.45,11,17,0,492.56,29,0,0,Fast Food,Cloudy,High,Bike,64.2,3,0,2
1574,user_047,Sushi Roll,5.11,16,22,0,164.68,18,0,1,Indian,Cloudy,Medium,Bicycle,42.6,3,1,4
1575,user_026,Ice Cream Cone,8.76,14,17,1,926.66,36,0,1,Fast Food,Cloudy,High,Bicycle,71.1,5,0,2
1576,user_053,Margherita Pizza,8.39,10,11,0,1030.26,74,0,0,Fast Food,Rain,Low,Bike,45.0,1,0,4
1577,user_007,Ice Cream Cone,10.96,11,23,0,1300.13,65,1,3,South Indian,Cloudy,Medium,Scooter,53.9,5,1,2
1578,user_004,Sushi Roll,3.33,23,12,0,1359.85,41,0,3,South Indian,Cloudy,Low,Bike,38.0,4,1,5
1579,user_002,Margherita Pizza,3.86,24,8,0,1136.68,10,0,1,South Indian,Storm,Medium,Bike,54.8,3,0,2
1580,user_041,Veg Fried Rice,6.19,24,20,1,147.9,27,0,2,Continental,Storm,High,Bicycle,80.1,1,0,4
1581,user_069,Ice Cream Cone,3.63,24,12,0,1193.22,26,0,3,Fast Food,Sunny,Low,Bicycle,37.0,3,0,2
1582,user_008,Paneer Tikka,10.05,26,17,0,285.03,22,1,2,Fast Food,Sunny,Low,Bike,50.9,2,0,2
1583,user_087,Chocolate Donut,6.79,16,11,0,1214.53,22,1,1,Chinese,Sunny,Low,Bike,39.3,1,0,4
1584,user_076,Ice Cream Cone,8.28,26,17,0,220.34,61,0,3,Chinese,Storm,Low,Bike,63.5,4,0,4
1585,user_031,Sushi Roll,4.57,7,19,1,459.77,12,0,3,Fast Food,Storm,Low,Bike,50.8,4,1,1
1586,user_047,Chocolate Donut,0.57,16,23,1,213.3,14,0,0,Continental,Rain,Low,Bike,37.4,3,0,2
1587,user_087,Veg Fried Rice,1.82,10,21,0,734.93,63,1,3,South Indian,Storm,Medium,Scooter,42.2,1,0,2
1588,user_064,Margherita Pizza,2.05,17,22,0,1170.88,48,0,3,Fast Food,Cloudy,High,Scooter,46.3,1,0,1
1589,user_023,Chocolate Donut,1.04,28,21,0,295.71,36,0,0,Chinese,Storm,High,Scooter,60.0,4,0,2
1590,user_038,Veg Fried Rice,1.77,30,15,0,739.91,12,0,1,Continental,Cloudy,Low,Scooter,40.2,1,0,1
1591,user_050,Veg Fried Rice,10.7,18,23,0,466.7,3,0,3,South Indian,Storm,High,Bicycle,77.2,5,0,1
1592,user_011,Sushi Roll,3.16,5,13,0,489.63,28,0,1,Chinese,Storm,High,Bicycle,49.8,2,0,2
1593,user_088,Margherita Pizza,11.25,17,11,1,561.76,28,0,0,Continental,Sunny,High,Bicycle,75.5,1,0,1
1594,user_052,Ice Cream Cone,3.73,8,9,0,826.03,2,1,0,South Indian,Storm,Low,Bike,38.6,5,0,4
1595,user_008,Sushi Roll,10.12,21,13,0,1018.64,73,0,2,Italian,Storm,High,Bicycle,79.5,4,0,2
1596,user_002,Chocolate Donut,10.32,30,10,1,570.05,53,0,0,Indian,Storm,Low,Bike,79.1,5,0,4
1597,user_096,Chocolate Donut,5.19,8,11,1,335.43,59,0,2,Chinese,Rain,Medium,Bike,51.6,4,0,4
1598,user_075,Paneer Tikka,11.01,21,20,1,199.44,73,0,1,South Indian,Rain,High,Scooter,81.4,5,0,5
1599,user_089,Margherita Pizza,0.65,7,21,0,696.43,63,0,1,Chinese,Sunny,Low,Bike,14.2,2,0,1
1600,user_096,Sushi Roll,4.29,23,19,0,151.28,5,0,0,Chinese,Sunny,Medium,Bicycle,42.3,2,0,5
1601,user_028,Veg Fried Rice,11.63,12,12,0,1052.12,75,0,0,Italian,Cloudy,Medium,Bicycle,56.4,3,0,2
1602,user_054,Margherita Pizza,1.3,24,11,0,1080.79,23,0,0,Italian,Rain,Low,Scooter,36.8,3,0,2
1603,user_030,Paneer Tikka,6.73,12,18,1,900.03,33,0,0,Continental,Cloudy,Medium,Bike,56.2,5,0,4
1604,user_076,Chocolate Donut,9.38,20,17,1,936.94,66,0,2,Chinese,Sunny,High,Bike,72.1,5,1,3
1605,user_098,Paneer Tikka,8.89,22,21,1,1479.38,22,0,3,South Indian,Storm,Low,Bicycle,69.5,2,0,4
1606,user_002,Ice Cream Cone,7.65,11,13,1,1408.03,57,1,1,South Indian,Sunny,Low,Bike,42.6,2,0,3
1607,user_032,Margherita Pizza,11.37,8,15,0,1063.68,67,0,1,Chinese,Cloudy,High,Bike,64.9,1,0,4
1608,user_036,Margherita Pizza,1.65,30,19,0,534.01,34,1,2,Italian,Rain,Low,Bike,39.1,1,1,1
1609,user_002,Veg Fried Rice,10.79,7,17,0,265.22,65,0,0,Continental,Rain,Medium,Scooter,57.8,4,0,1
1610,user_042,Paneer Tikka,7.63,7,9,0,1356.16,59,1,2,Italian,Storm,Medium,Bike,57.0,2,0,5
1611,user_023,Paneer Tikka,9.47,5,13,0,1000.21,40,0,2,Chinese,Storm,Low,Bicycle,49.3,5,0,2
1612,user_033,Paneer Tikka,8.14,18,10,0,939.93,21,0,1,Fast Food,Storm,High,Scooter,70.3,4,1,5
1613,user_025,Sushi Roll,4.01,13,21,0,1015.19,19,0,3,Chinese,Sunny,High,Bike,43.7,2,0,2
1614,user_005,Veg Fried Rice,3.15,12,21,0,460.3,60,0,3,Chinese,Rain,High,Bicycle,46.9,5,0,3
1615,user_003,Veg Fried Rice,2.53,24,19,0,1422.6,70,0,0,Italian,Cloudy,Medium,Bike,43.8,2,0,2
1616,user_013,Chocolate Donut,11.09,25,20,0,1311.88,31,0,3,South Indian,Rain,High,Scooter,74.9,2,0,3
1617,user_059,Margherita Pizza,6.51,5,16,0,152.69,75,0,2,Indian,Rain,Medium,Bike,41.4,5,0,3
1618,user_083,Paneer Tikka,5.49,19,21,0,924.66,74,0,0,Continental,Storm,High,Scooter,65.5,1,0,5
1619,user_051,Chocolate Donut,1.44,5,19,0,1448.72,27,0,2,Indian,Sunny,Medium,Bicycle,25.9,4,1,4
1620,user_093,Ice Cream Cone,6.74,21,13,1,691.33,2,0,3,Fast Food,Rain,Low,Bicycle,55.5,3,0,2
1621,user_053,Chocolate Donut,11.81,23,15,0,823.97,2,0,2,Italian,Cloudy,Medium,Bicycle,65.6,1,0,4
1622,user_043,Chocolate Donut,9.12,13,11,0,1361.74,71,0,3,Italian,Rain,Low,Bike,49.9,5,0,3
1623,user_010,Ice Cream Cone,8.35,12,21,0,854.48,62,0,1,Indian,Cloudy,Medium,Bike,51.8,3,0,2
1624,user_011,Margherita Pizza,5.18,22,22,0,1315.44,49,1,2,South Indian,Rain,High,Bike,57.7,1,1,5
1625,user_068,Chocolate Donut,9.77,25,23,1,391.75,37,0,2,South Indian,Storm,High,Scooter,86.8,4,0,1
1626,user_066,Veg Fried Rice,11.37,28,20,1,691.45,32,0,2,Chinese,Storm,Medium,Scooter,85.3,5,0,2
1627,user_058,Sushi Roll,2.23,12,16,0,619.1,53,1,0,Chinese,Sunny,High,Bike,38.7,2,0,3
1628,user_071,Veg Fried Rice,10.74,17,23,0,443.0,50,0,2,Fast Food,Storm,Medium,Bike,70.9,5,0,4
1629,user_059,Sushi Roll,3.8,12,8,1,1417.33,64,0,1,Italian,Storm,Medium,Bicycle,57.4,2,0,2
1630,user_077,Chocolate Donut,3.74,13,19,0,1320.97,2,0,3,Fast Food,Storm,Medium,Scooter,49.0,3,1,2
1631,user_036,Ice Cream Cone,9.32,25,9,0,1187.74,7,0,0,Italian,Sunny,Low,Scooter,52.5,1,0,4
1632,user_044,Margherita Pizza,3.28,14,14,0,1111.29,43,1,2,Italian,Storm,Medium,Bicycle,49.9,4,0,2
1633,user_009,Paneer Tikka,11.03,29,15,0,118.87,4,0,0,Fast Food,Storm,Low,Bicycle,74.0,5,0,3
1634,user_088,Sushi Roll,8.43,24,14,1,802.61,75,0,2,South Indian,Rain,Medium,Bike,71.8,1,0,4
1635,user_060,Ice Cream Cone,4.02,19,21,1,695.07,11,0,3,Italian,Storm,Medium,Bike,62.4,1,0,4
1636,user_092,Margherita Pizza,0.68,16,15,0,1096.82,47,0,2,Continental,Storm,High,Bike,49.0,5,1,2
1637,user_023,Margherita Pizza,5.36,14,10,1,1297.51,40,0,3,Indian,Cloudy,High,Bicycle,61.3,5,0,3
1638,user_033,Chocolate Donut,6.62,17,18,0,145.12,62,0,1,Indian,Rain,Low,Bike,42.7,5,0,2
1639,user_062,Ice Cream Cone,0.53,15,15,0,947.99,36,1,1,Italian,Storm,Medium,Scooter,45.3,2,0,3
1640,user_025,Paneer Tikka,10.44,20,12,0,523.42,26,1,1,Indian,Storm,Medium,Scooter,73.6,1,0,3
1641,user_078,Sushi Roll,11.66,29,18,0,545.59,10,0,2,South Indian,Rain,Low,Scooter,66.3,1,0,5
1642,user_015,Chocolate Donut,10.69,30,22,1,1462.85,21,0,3,South Indian,Sunny,High,Bicycle,79.7,5,0,3
1643,user_026,Veg Fried Rice,10.32,23,10,1,408.47,68,0,0,South Indian,Cloudy,Low,Bicycle,64.2,1,0,3
1644,user_007,Veg Fried Rice,11.79,10,11,0,536.46,20,1,2,Fast Food,Cloudy,Medium,Bike,57.9,2,0,2
1645,user_007,Paneer Tikka,3.89,7,18,0,514.01,51,1,1,Indian,Rain,Low,Scooter,28.1,3,0,2
1646,user_099,Sushi Roll,5.67,22,18,1,223.13,12,0,3,Indian,Cloudy,Low,Scooter,50.7,5,0,4
1647,user_079,Veg Fried Rice,4.24,14,16,0,267.55,71,0,1,Fast Food,Storm,Low,Bicycle,45.0,1,1,3
1648,user_049,Ice Cream Cone,11.25,28,10,0,1225.17,2,0,0,Chinese,Sunny,Medium,Scooter,67.2,4,0,1
1649,user_064,Sushi Roll,9.7,8,20,1,666.3,18,0,1,Indian,Cloudy,Low,Bicycle,49.8,1,0,2
1650,user_030,Margherita Pizza,11.48,5,19,0,840.71,34,0,0,Continental,Storm,High,Bicycle,72.7,1,0,4
1651,user_079,Chocolate Donut,8.59,10,12,0,304.07,5,0,3,Chinese,Cloudy,High,Bicycle,60.0,3,0,3
1652,user_067,Chocolate Donut,1.52,15,8,0,360.77,5,0,0,Chinese,Storm,Low,Bike,39.5,2,0,4
1653,user_052,Ice Cream Cone,11.26,10,18,1,467.01,53,0,2,Indian,Rain,High,Bike,76.5,3,0,1
1654,user_043,Ice Cream Cone,11.68,23,19,0,807.08,55,0,2,Continental,Sunny,Medium,Bike,60.5,1,0,4
1655,user_007,Chocolate Donut,6.35,21,12,0,719.92,48,0,1,Chinese,Cloudy,High,Bicycle,57.0,4,0,2
1656,user_011,Veg Fried Rice,10.48,22,8,0,635.07,35,0,2,South Indian,Sunny,Low,Bike,52.6,4,0,2
1657,user_092,Veg Fried Rice,8.79,13,17,1,1299.57,66,0,2,South Indian,Sunny,Low,Scooter,50.5,5,1,3
1658,user_053,Chocolate Donut,8.91,16,14,0,426.7,56,1,1,Indian,Sunny,Medium,Scooter,51.0,1,0,1
1659,user_053,Sushi Roll,8.9,20,20,1,110.96,71,0,3,South Indian,Rain,High,Bike,77.1,5,0,2
1660,user_015,Veg Fried Rice,6.65,10,14,0,1321.69,20,0,1,South Indian,Cloudy,Medium,Bicycle,45.9,1,0,2
1661,user_065,Paneer Tikka,6.36,15,20,0,697.93,38,0,3,Chinese,Rain,Low,Bike,42.3,4,0,3
1662,user_042,Sushi Roll,7.11,23,18,0,764.92,18,1,2,Italian,Cloudy,Medium,Scooter,55.7,1,0,5
1663,user_050,Ice Cream Cone,3.66,27,13,0,740.3,35,1,0,Continental,Cloudy,High,Bicycle,58.3,3,0,4
1664,user_010,Sushi Roll,9.58,24,21,0,790.23,32,0,2,Fast Food,Rain,Low,Bicycle,57.4,3,0,3
1665,user_008,Paneer Tikka,3.23,28,20,0,111.11,6,0,1,Indian,Storm,Medium,Bicycle,57.8,5,0,2
1666,user_085,Veg Fried Rice,8.0,9,13,0,341.57,35,1,2,Indian,Sunny,High,Scooter,52.9,2,0,4
1667,user_039,Veg Fried Rice,6.48,13,8,0,710.25,6,0,0,Fast Food,Storm,High,Bike,62.9,2,0,1
1668,user_003,Sushi Roll,9.64,21,15,1,658.78,62,1,2,Italian,Cloudy,Medium,Bicycle,66.8,3,0,5
1669,user_096,Margherita Pizza,6.07,13,20,0,1403.95,51,0,1,Chinese,Storm,Low,Bicycle,48.2,1,0,3
1670,user_046,Sushi Roll,8.67,16,14,0,672.28,19,0,2,South Indian,Sunny,Low,Bicycle,44.3,2,0,5
1671,user_062,Ice Cream Cone,10.56,22,16,0,294.26,20,0,3,Chinese,Sunny,High,Scooter,65.4,5,0,3
1672,user_048,Sushi Roll,9.43,5,10,0,1263.67,43,1,0,Continental,Storm,Low,Scooter,51.7,1,0,2
1673,user_087,Margherita Pizza,7.45,10,18,0,574.67,12,0,2,South Indian,Rain,Medium,Bike,49.3,2,0,5
1674,user_091,Margherita Pizza,4.86,15,17,0,915.29,4,0,2,Fast Food,Rain,Medium,Scooter,44.6,5,0,2
1675,user_089,Margherita Pizza,10.39,30,17,1,889.15,18,0,2,Fast Food,Storm,High,Scooter,95.6,1,0,1
1676,user_030,Sushi Roll,1.94,6,16,0,1029.59,14,1,2,Italian,Cloudy,Medium,Bicycle,30.9,4,0,2
1677,user_035,Ice Cream Cone,6.06,10,23,0,593.36,46,0,2,Continental,Sunny,High,Scooter,46.6,1,0,3
1678,user_003,Ice Cream Cone,4.8,11,19,0,967.4,40,1,1,Indian,Storm,High,Scooter,58.9,3,0,4
1679,user_053,Margherita Pizza,1.62,18,15,0,663.43,19,0,2,Continental,Rain,Medium,Scooter,40.4,1,0,2
1680,user_064,Ice Cream Cone,5.85,13,23,1,660.63,75,0,3,Continental,Rain,Medium,Bike,55.5,1,0,2
1681,user_060,Paneer Tikka,7.08,6,14,0,825.48,27,0,2,Italian,Sunny,High,Scooter,46.1,4,1,5
1682,user_083,Sushi Roll,7.58,5,9,0,1022.67,5,0,3,Fast Food,Sunny,Low,Bike,33.9,4,0,4
1683,user_100,Margherita Pizza,6.58,15,21,1,1051.87,50,0,1,South Indian,Storm,High,Bicycle,71.6,3,0,4
1684,user_018,Veg Fried Rice,6.1,12,14,0,615.22,45,0,3,Fast Food,Cloudy,Medium,Bike,41.9,1,0,3
1685,user_082,Sushi Roll,9.16,24,15,0,110.22,34,1,3,Indian,Cloudy,Low,Scooter,56.2,3,1,4
1686,user_099,Ice Cream Cone,8.86,18,8,0,718.28,8,0,2,Fast Food,Cloudy,Medium,Scooter,55.9,1,0,1
1687,user_094,Chocolate Donut,4.69,9,16,0,645.76,3,0,2,Fast Food,Cloudy,Medium,Bicycle,37.1,4,0,1
1688,user_021,Chocolate Donut,9.82,26,10,1,279.79,25,0,1,Chinese,Storm,Medium,Bicycle,79.2,2,0,1
1689,user_035,Chocolate Donut,11.75,15,19,0,1234.02,39,0,2,South Indian,Storm,High,Bicycle,78.6,3,0,2
1690,user_025,Veg Fried Rice,11.13,8,8,1,829.08,68,0,2,Chinese,Rain,High,Scooter,69.9,4,0,3
1691,user_036,Chocolate Donut,7.9,8,10,0,1066.02,27,0,3,Chinese,Sunny,Low,Bicycle,35.4,1,0,3
1692,user_022,Veg Fried Rice,3.5,21,14,0,441.36,31,0,0,Fast Food,Cloudy,Low,Bike,39.8,1,0,4
1693,user_070,Margherita Pizza,9.44,14,22,0,756.2,61,1,0,Indian,Cloudy,Low,Bicycle,50.3,4,0,4
1694,user_067,Chocolate Donut,6.05,7,9,0,991.11,23,0,3,Chinese,Rain,Low,Scooter,33.9,3,0,3
1695,user_014,Veg Fried Rice,10.69,26,10,1,326.57,38,0,3,Indian,Storm,High,Bike,90.5,4,0,4
1696,user_030,Sushi Roll,7.51,5,12,0,641.67,32,0,0,Indian,Rain,High,Bicycle,56.1,4,0,3
1697,user_051,Chocolate Donut,1.11,22,8,0,196.81,47,0,0,Continental,Sunny,High,Bicycle,41.3,5,0,4
1698,user_018,Margherita Pizza,1.27,12,11,0,992.66,50,0,2,Italian,Cloudy,Low,Scooter,28.3,4,0,4
1699,user_097,Veg Fried Rice,4.72,13,17,0,820.16,18,0,1,South Indian,Sunny,High,Bicycle,44.1,3,0,2
1700,user_099,Ice Cream Cone,3.25,30,19,0,556.78,10,0,2,Continental,Sunny,Low,Scooter,41.6,4,0,1
1701,user_082,Veg Fried Rice,10.93,29,23,1,223.8,69,1,0,Indian,Cloudy,High,Bike,85.1,3,0,5
1702,user_053,Veg Fried Rice,10.42,19,22,0,239.95,63,1,3,South Indian,Sunny,Low,Scooter,50.5,2,1,1
1703,user_081,Veg Fried Rice,11.23,17,18,1,106.74,11,0,2,South Indian,Rain,Low,Bike,64.2,2,0,2
1704,user_029,Sushi Roll,9.19,19,18,1,1169.55,51,0,3,Chinese,Storm,Medium,Bicycle,77.4,1,0,5
1705,user_054,Ice Cream Cone,3.18,7,22,0,994.67,60,0,0,Continental,Storm,High,Bicycle,50.2,2,0,3
1706,user_070,Paneer Tikka,3.98,13,19,0,1355.67,5,0,3,Fast Food,Rain,Medium,Bike,43.4,2,0,4
1707,user_014,Paneer Tikka,5.73,29,9,0,1288.19,46,0,2,Indian,Rain,Medium,Bike,59.4,4,0,4
1708,user_050,Ice Cream Cone,4.66,26,14,0,1140.45,53,0,1,South Indian,Storm,Medium,Scooter,60.9,4,1,3
1709,user_002,Chocolate Donut,2.84,5,20,1,952.4,33,0,3,South Indian,Rain,Medium,Bicycle,41.8,3,0,5
1710,user_059,Chocolate Donut,1.28,21,19,0,285.1,52,0,3,Continental,Cloudy,High,Bicycle,44.1,4,0,4
1711,user_057,Margherita Pizza,5.17,17,19,0,411.95,59,0,3,Indian,Cloudy,High,Bicycle,51.2,1,1,1
1712,user_019,Margherita Pizza,0.87,22,15,0,1453.57,21,0,1,Chinese,Storm,Low,Bike,40.0,2,1,3
1713,user_025,Sushi Roll,10.73,17,22,0,892.4,33,0,0,Italian,Storm,Low,Scooter,62.1,3,0,5
1714,user_072,Sushi Roll,2.07,15,17,1,439.42,6,1,3,Fast Food,Rain,Low,Bicycle,41.8,3,0,5
1715,user_019,Veg Fried Rice,7.15,29,8,1,1170.54,66,0,2,Fast Food,Rain,Low,Bike,60.2,3,0,3
1716,user_004,Ice Cream Cone,4.7,30,13,0,141.81,71,0,3,Chinese,Storm,Medium,Scooter,64.1,4,0,1
1717,user_076,Veg Fried Rice,1.36,20,12,1,147.86,11,0,2,Chinese,Cloudy,Low,Bike,39.8,4,0,5
1718,user_015,Chocolate Donut,10.0,27,20,0,206.8,20,0,2,Fast Food,Storm,Low,Bicycle,69.7,2,0,3
